,Ort,Stärke
5416,"4km E of Mammoth Lakes, CA",0.15
5417,"9km ENE of Mammoth Lakes, CA",-0.06
5418,"26km SSE of Whitehall, Montana",0.17
5419,"15km NW of Petrolia, CA",1.92
5420,"91km SSE of King Salmon, Alaska",1.7
5421,"72km SW of Kaktovik, Alaska",2.9
5422,"31km E of Tomakomai, Japan",4.3
5423,"9km ENE of Aguanga, CA",0.35
5424,"9km S of Pecos, Texas",2.5
5425,"5km W of Kitaibaraki, Japan",4.4
5426,"6km NW of The Geysers, CA",0.68
5427,"8km ENE of Aguanga, CA",0.88
5428,"50km W of Willow, Alaska",1.0
5429,"5km NE of Pahala, Hawaii",1.99
5430,"21km NNW of Borrego Springs, CA",0.9
5431,"247km SE of Kodiak, Alaska",3.3
5432,"9km NE of Aguanga, CA",0.06
5433,South of the Fiji Islands,4.7
5434,"14km SE of Lincoln, Montana",1.78
5435,"114km NNE of Punta Cana, Dominican Republic",3.14
5436,"139km SE of Mohean, India",5.1
5437,"7km E of Mammoth Lakes, CA",0.3
5438,"88km NW of Arctic Village, Alaska",2.2
5439,"44km NNE of Milford, Utah",1.88
5440,"57km SW of Kaktovik, Alaska",2.3
5441,"10km NE of Aguanga, CA",0.27
5442,"8km E of Mammoth Lakes, CA",0.18
5443,"14km SW of Little Lake, CA",0.87
5444,"58km SW of Glennallen, Alaska",1.8
5445,"57km E of Cape Yakataga, Alaska",1.5
5446,"124km NNW of Arctic Village, Alaska",1.8
5447,"126km NNW of Arctic Village, Alaska",1.7
5448,"96km N of Tanggulashan, China",4.1
5449,"9km NE of Aguanga, CA",0.59
5450,"13km ESE of Mammoth Lakes, CA",-0.36
5451,"54km SSW of Kaktovik, Alaska",1.9
5452,"45km S of Mendoza, Argentina",4.3
5453,"35km ESE of Pucallpa, Peru",4.1
5454,"21km SW of Malad City, Idaho",0.76
5455,"124km NNW of Arctic Village, Alaska",2.0
5456,"35km SSW of Hawthorne, Nevada",0.4
5457,"65km SSW of Homer, Alaska",1.1
5458,"10km NNW of Anza, CA",0.27
5459,"103km ESE of King Salmon, Alaska",1.9
5460,"4km WNW of Cabazon, CA",0.43
5461,"127km NNW of Arctic Village, Alaska",2.6
5462,"63km W of Haines, Alaska",1.5
5463,"125km NNW of Arctic Village, Alaska",2.2
5464,"7km W of Cobb, CA",0.65
5465,"7km NW of Kitaibaraki, Japan",4.6
5466,"127km NNW of Arctic Village, Alaska",2.2
5467,"130km NNW of Arctic Village, Alaska",2.4
5468,"34km ENE of Beatty, Nevada",0.1
5469,"15km SSW of Caliente, Nevada",1.6
5470,"131km SSE of Prudhoe Bay, Alaska",2.5
5471,"4km SSW of North Bend, Washington",1.24
5472,"11km SE of Smith Valley, Nevada",1.4
5473,"18km SW of La Quinta, CA",0.6
5474,"120km NNW of Arctic Village, Alaska",3.9
5475,"14km N of Warner Springs, CA",0.46
5476,"21km ESE of Three Rivers, Oregon",0.09
5477,"14km NE of Little Lake, CA",0.02
5478,"6km W of Cobb, CA",1.16
5479,"34km ENE of Beatty, Nevada",0.3
5480,"103km NW of Arctic Village, Alaska",1.7
5481,"12km N of Healy, Alaska",1.9
5482,"104km NW of Arctic Village, Alaska",2.5
5483,"8km NE of Aguanga, CA",2.06
5484,"10km NE of Aguanga, CA",0.27
5485,"9km NE of Aguanga, CA",0.73
5486,"64km W of Willow, Alaska",1.4
5487,"10km NE of Aguanga, CA",0.04
5488,"39km SSW of Big Sky, Montana",0.8
5489,"64km SE of Contamana, Peru",5.0
5490,"62km S of Deltana, Alaska",1.5
5491,"107km SW of Anchor Point, Alaska",1.1
5492,"0km WSW of Lake Henshaw, CA",0.62
5493,"4km WSW of Houston, Alaska",1.0
5494,"8km ENE of Aguanga, CA",0.86
5495,"83km W of Larsen Bay, Alaska",1.5
5496,"3km ENE of Ridgely, Tennessee",1.83
5497,"9km NE of Aguanga, CA",0.29
5498,"26km SSE of Y, Alaska",1.0
5499,"25km W of Newport, Oregon",2.01
5500,"8km NNW of San Jacinto, CA",0.88
5501,"268km NNE of Ndoi Island, Fiji",4.3
5502,"10km N of Tiptonville, Tennessee",2.64
5503,"4km E of Prattville, CA",1.97
5504,"135km NW of Arctic Village, Alaska",1.5
5505,"9km ENE of Aguanga, CA",0.64
5506,"4km NNW of La Verne, CA",1.23
5507,"10km ESE of Redway, CA",1.83
5508,"130km NW of Arctic Village, Alaska",1.4
5509,"9km NE of Aguanga, CA",0.73
5510,"36km SSW of Hawthorne, Nevada",0.9
5511,"8km NE of Aguanga, CA",1.5
5512,"33km NE of Seeley Lake, Montana",1.89
5513,"4km NNE of Wilkerson, CA",0.83
5514,"5km ENE of Pinnacles, CA",1.23
5515,"9km NE of Aguanga, CA",1.06
5516,"13km ESE of Mammoth Lakes, CA",-0.06
5517,"44km NW of Aguadilla, Puerto Rico",2.68
5518,"9km NE of Aguanga, CA",0.41
5519,"4km SW of Volcano, Hawaii",1.72
5520,"8km NE of Aguanga, CA",1.44
5521,"9km NE of Aguanga, CA",0.29
5522,"9km NE of Aguanga, CA",0.39
5523,"11km SE of Smith Valley, Nevada",0.6
5524,"216km ENE of Enarotali, Indonesia",4.5
5525,"61km NE of Cape Yakataga, Alaska",0.5
5526,"10km N of Tiptonville, Tennessee",2.74
5527,"8km NE of Aguanga, CA",0.42
5528,"44km WNW of Plain City, Utah",0.81
5529,"72km SSW of Kaktovik, Alaska",2.1
5530,"11km NW of Golfito, Costa Rica",4.6
5531,"34km WSW of Cantwell, Alaska",1.9
5532,"65km SSW of Kaktovik, Alaska",2.9
5533,"5km ENE of Pinnacles, CA",1.18
5534,"12km ESE of Mammoth Lakes, CA",0.53
5535,"10km NE of Aguanga, CA",0.61
5536,"26km ENE of Pine Valley, CA",1.17
5537,"24km ENE of Chitose, Japan",4.4
5538,"75km SSW of Kaktovik, Alaska",2.3
5539,"33km ENE of Healy, Alaska",1.1
5540,"19km S of Fern Acres, Hawaii",2.25
5541,"127km NNW of Arctic Village, Alaska",1.6
5542,"135km WNW of Arctic Village, Alaska",1.6
5543,"85km N of Kobuk, Alaska",2.9
5544,"6km NW of The Geysers, CA",1.9
5545,"12km ESE of Anza, CA",0.54
5546,"124km SSE of Prudhoe Bay, Alaska",2.6
5547,"55km SSW of Kaktovik, Alaska",2.1
5548,"17km SW of Bundibugyo, Uganda",4.5
5549,"61km SE of Ravar, Iran",4.3
5550,"186km NW of Visokoi Island, South Georgia and the South Sandwich Islands",4.3
5551,"12km NNW of Willow, Alaska",1.0
5552,"5km W of Mammoth Lakes, CA",1.15
5553,"43km W of Anchorage, Alaska",0.7
5554,"127km NW of Arctic Village, Alaska",1.8
5555,"184km SSE of Sinabang, Indonesia",4.2
5556,"129km NNW of Arctic Village, Alaska",3.2
5557,"6km NE of Burlingame, CA",0.78
5558,"124km NNW of Arctic Village, Alaska",2.4
5559,"68km SW of Kaktovik, Alaska",2.0
5560,"9km NE of Aguanga, CA",0.51
5561,"10km N of Anza, CA",0.64
5562,"70km WNW of Talkeetna, Alaska",1.3
5563,"76km SW of Kaktovik, Alaska",2.4
5564,"70km ENE of Sutton-Alpine, Alaska",3.4
5565,"12km SE of Mammoth Lakes, CA",0.51
5566,"135km NW of Arctic Village, Alaska",1.9
5567,"13km S of Tehachapi, CA",1.84
5568,"65km SSW of Kaktovik, Alaska",2.6
5569,"9km NE of Aguanga, CA",1.01
5570,"1km NW of The Geysers, CA",0.83
5571,"12km S of Vonore, Tennessee",2.09
5572,"8km NE of Pullman, Washington",2.19
5573,"24km ESE of Chitose, Japan",4.5
5574,"9km NE of Aguanga, CA",0.56
5575,"119km SSE of Prudhoe Bay, Alaska",1.4
5576,"9km NE of Aguanga, CA",1.09
5577,"9km NE of Aguanga, CA",1.22
5578,"13km NNE of Mineral, CA",-0.01
5579,"9km ESE of Caldwell, Kansas",2.5
5580,"4km SSW of Redlands, CA",0.86
5581,"74km E of Gabbs, Nevada",1.6
5582,"34km SW of Ashkasham, Afghanistan",4.6
5583,"21km N of Pahala, Hawaii",1.41
5584,"91km NNW of Arctic Village, Alaska",2.5
5585,"30km NNW of Searles Valley, CA",1.53
5586,"93km NNW of Arctic Village, Alaska",1.9
5587,"6km WNW of Desert Hot Springs, CA",0.95
5588,"13km ESE of Pinnacles, CA",1.38
5589,"8km NE of Desert Hot Springs, CA",1.16
5590,Fiji region,4.2
5591,"9km SE of Caldwell, Kansas",2.5
5592,"87km NNW of Arctic Village, Alaska",2.0
5593,Prince Edward Islands region,4.4
5594,"122km NW of Arctic Village, Alaska",1.6
5595,"273km N of Ndoi Island, Fiji",4.0
5596,"1km NNW of The Geysers, CA",0.97
5597,"36km WSW of Anchor Point, Alaska",1.1
5598,"12km SE of Smith Valley, Nevada",0.6
5599,"113km NW of Arctic Village, Alaska",1.3
5600,"12km SE of Smith Valley, Nevada",1.2
5601,"9km SSE of Lincoln, Montana",1.31
5602,"4km SE of Mammoth Lakes, CA",0.31
5603,"8km N of Truckee, California",0.8
5604,"137km NW of Arctic Village, Alaska",1.5
5605,"2km ENE of Home Gardens, CA",0.87
5606,"14km NNW of Meadow Lakes, Alaska",1.2
5607,"122km SE of Prudhoe Bay, Alaska",1.9
5608,"36km ESE of Hawthorne, Nevada",0.4
5609,"7km WNW of Mayaguez, Puerto Rico",2.04
5610,"9km NE of Aguanga, CA",0.36
5611,"7km NW of The Geysers, CA",1.26
5612,"9km NE of Aguanga, CA",0.85
5613,"55km SSW of Kaktovik, Alaska",1.8
5614,"82km ENE of Cape Yakataga, Alaska",0.9
5615,"15km E of Downieville, California",0.4
5616,"8km ENE of Mammoth Lakes, CA",0.22
5617,"40km W of Anchor Point, Alaska",1.6
5618,"103km NW of Arctic Village, Alaska",2.6
5619,"9km NE of Aguanga, CA",0.55
5620,"4km E of Mammoth Lakes, CA",0.36
5621,"131km WNW of Arctic Village, Alaska",1.4
5622,"27km SSW of Ocotillo Wells, CA",1.35
5623,"13km E of Ocotillo Wells, CA",2.33
5624,"126km NW of Arctic Village, Alaska",1.9
5625,"9km NE of Aguanga, CA",0.69
5626,"4km SE of Mammoth Lakes, CA",0.39
5627,"24km NNE of Badger, Alaska",1.6
5628,"4km WSW of Devore, CA",0.96
5629,"17km SSE of Pahala, Hawaii",2.36
5630,"4km NNW of Pinnacles, CA",2.87
5631,"10km N of Thermalito, CA",1.66
5632,"7km SSW of Mojave, CA",1.45
5633,"122km SSE of Prudhoe Bay, Alaska",1.5
5634,"66km SW of Beatty, Nevada",0.5
5635,"130km NW of Arctic Village, Alaska",1.8
5636,"14km SSW of Gonzales, CA",1.23
5637,"3km N of Fruit Heights, Utah",0.95
5638,"13km NNE of San Simeon, CA",1.4
5639,"17km ENE of Hawthorne, Nevada",0.6
5640,"71km SSW of Kaktovik, Alaska",1.6
5641,"13km N of Cabazon, CA",1.35
5642,"11km NW of Cherokee, Oklahoma",3.0
5643,"26km SSE of Sterling, Alaska",2.5
5644,"5km E of Gold Bar, Washington",1.07
5645,"9km NNW of West Yellowstone, Montana",1.2
5646,"131km NW of Arctic Village, Alaska",1.9
5647,"49km W of Valdez, Alaska",1.1
5648,"10km SSW of Benton City, Washington",0.72
5649,South of the Kermadec Islands,5.3
5650,"15km SE of Volcano, Hawaii",2.24
5651,"15km E of Marion, Kansas",2.6
5652,"97km NNW of Arctic Village, Alaska",1.2
5653,"3km SSW of Loyola, CA",1.17
5654,"85km NW of Arctic Village, Alaska",2.4
5655,"7km ENE of Lebanon, Oregon",1.26
5656,"22km WSW of New Idria, CA",2.05
5657,"9km NE of Aguanga, CA",0.6
5658,"29km NNE of Sarpol-e Zahab, Iran",4.1
5659,"17km ENE of Hawthorne, Nevada",2.1
5660,"94km NNW of Arctic Village, Alaska",2.0
5661,"162km N of Tobelo, Indonesia",5.0
5662,"60km SSW of Kaktovik, Alaska",2.1
5663,"75km SSW of Kobuk, Alaska",1.2
5664,"16km ESE of Dillon, Montana",0.7
5665,"100km NNW of Arctic Village, Alaska",2.3
5666,"8km ESE of Prunedale, CA",0.94
5667,"97km NNW of Arctic Village, Alaska",2.7
5668,"84km NW of Arctic Village, Alaska",1.8
5669,"116km SSE of Prudhoe Bay, Alaska",1.5
5670,"4km WSW of Volcano, Hawaii",0.56
5671,"31km W of Healy, Alaska",1.7
5672,"9km SSE of Indios, Puerto Rico",2.03
5673,"89km NNW of Arctic Village, Alaska",2.1
5674,"162km S of Tanana, Alaska",0.6
5675,"32km N of Punta Cana, Dominican Republic",3.17
5676,"52km SSW of Kaktovik, Alaska",2.3
5677,"61km SSW of Kaktovik, Alaska",2.2
5678,"6km NE of Black Point-Green Point, CA",0.63
5679,"68km SSW of Kaktovik, Alaska",2.1
5680,"102km NW of Arctic Village, Alaska",2.0
5681,"73km E of New Allakaket, Alaska",1.0
5682,"97km NW of Arctic Village, Alaska",2.0
5683,"4km WNW of Cabazon, CA",0.66
5684,"2km SSW of Maricao, Puerto Rico",1.87
5685,"96km NE of Punta Cana, Dominican Republic",3.14
5686,"26km ENE of Pine Valley, CA",1.34
5687,"35km E of Lazy Mountain, Alaska",0.3
5688,"10km SSW of Leilani Estates, Hawaii",2.49
5689,"9km S of Leilani Estates, Hawaii",2.66
5690,"12km ESE of Coso Junction, CA",0.39
5691,"104km NW of Arctic Village, Alaska",1.8
5692,"12km E of Coso Junction, CA",1.85
5693,"69km S of Kaktovik, Alaska",2.2
5694,"15km SW of Old Faithful Geyser, Wyoming",1.99
5695,"29km N of Anchor Point, Alaska",3.0
5696,"3km S of Monte Grande, Puerto Rico",1.23
5697,"99km NW of Arctic Village, Alaska",1.7
5698,"132km ENE of Cape Yakataga, Alaska",1.0
5699,"12km E of Coso Junction, CA",1.32
5700,"127km NNW of Arctic Village, Alaska",1.5
5701,"106km NW of Arctic Village, Alaska",1.3
5702,"27km WNW of Anchor Point, Alaska",1.3
5703,"110km W of Cantwell, Alaska",1.5
5704,"114km NNW of Arctic Village, Alaska",1.6
5705,"3km ENE of Ridgely, Tennessee",1.57
5706,"28km E of Tennant, CA",1.26
5707,"10km SW of Julian, CA",0.64
5708,"64km NE of Eielson Air Force Base, Alaska",1.3
5709,"11km SW of Leilani Estates, Hawaii",1.86
5710,"58km E of Cape Yakataga, Alaska",1.2
5711,"63km W of Valdez, Alaska",0.9
5712,"11km SSW of Idyllwild, CA",0.87
5713,"101km NW of Arctic Village, Alaska",1.6
5714,"16km SW of Valdez, Alaska",1.2
5715,"10km SW of Juliaca, Peru",4.5
5716,"20km SE of Arvin, CA",1.3
5717,"18km SE of Arvin, CA",1.27
5718,"61km SSW of Kaktovik, Alaska",2.9
5719,"8km ENE of Mammoth Lakes, CA",0.22
5720,"3km N of Cidra, Puerto Rico",2.52
5721,Southern East Pacific Rise,5.2
5722,"65km NNE of Yakutat, Alaska",1.4
5723,"2km NE of Pinnacles, CA",1.14
5724,"5km SE of Mentone, CA",0.63
5725,"52km ESE of Sutton-Alpine, Alaska",1.4
5726,"21km W of Petrolia, CA",2.06
5727,"11km NNE of Kalaoa, Hawaii",1.89
5728,"47km SSW of Cantwell, Alaska",1.4
5729,"22km WNW of Cantwell, Alaska",1.9
5730,"4km NNW of Delta, B.C., MX",2.28
5731,"62km S of Cantwell, Alaska",1.7
5732,"10km NE of Aguanga, CA",0.63
5733,"112km SSW of King Salmon, Alaska",2.5
5734,"9km NE of Aguanga, CA",0.28
5735,"82km WNW of Arctic Village, Alaska",1.8
5736,"15km NNE of Mineral, CA",-0.32
5737,"65km WSW of Anchor Point, Alaska",1.2
5738,"131km WNW of Arctic Village, Alaska",1.6
5739,"14km NW of Stagecoach, Nevada",0.4
5740,"8km NNE of Harper, Kansas",2.4
5741,"7km SE of Mammoth Lakes, CA",0.25
5742,"9km NE of Aguanga, CA",0.23
5743,"10km N of Big Bear Lake, CA",1.24
5744,"8km NW of Parkfield, CA",0.78
5745,"26km ESE of Road Town, British Virgin Islands",3.13
5746,"0km ENE of Poulsbo, Washington",0.93
5747,"8km SSE of Leilani Estates, Hawaii",2.01
5748,"55km NW of Cape Yakataga, Alaska",1.1
5749,"5km SW of Volcano, Hawaii",1.85
5750,"159km E of Chitina, Alaska",1.5
5751,"7km S of Pearblossum, CA",1.13
5752,"66km SW of Kaktovik, Alaska",1.8
5753,"41km ENE of Sutton-Alpine, Alaska",1.4
5754,"48km SSW of Kaktovik, Alaska",2.1
5755,"4km SSW of Volcano, Hawaii",2.36
5756,"7km S of Leilani Estates, Hawaii",2.25
5757,"59km W of Anchor Point, Alaska",1.6
5758,"63km SSW of Kaktovik, Alaska",2.9
5759,"53km NNE of Dixon Lane-Meadow Creek, California",1.1
5760,"27km ESE of Hawthorne, Nevada",0.8
5761,"29km WNW of Whittier, Alaska",1.3
5762,"9km NE of Aguanga, CA",0.28
5763,Southern Mid-Atlantic Ridge,4.9
5764,"23km N of Beatty, Nevada",-0.3
5765,"10km SSE of Banos, Ecuador",3.1
5766,"39km SW of Kaktovik, Alaska",1.8
5767,"134km NW of Arctic Village, Alaska",2.2
5768,"62km ENE of Cape Yakataga, Alaska",1.5
5769,"33km NW of Willow, Alaska",1.7
5770,"29km N of Anchor Point, Alaska",2.4
5771,"8km NNE of Harper, Kansas",3.1
5772,"31km NE of Sutton-Alpine, Alaska",1.7
5773,"11km ENE of Old Faithful Geyser, Wyoming",1.11
5774,"96km N of Road Town, British Virgin Islands",2.74
5775,"10km NE of Aguanga, CA",0.29
5776,"68km W of Valdez, Alaska",1.3
5777,"129km NW of Arctic Village, Alaska",1.6
5778,"25km ESE of Sutton-Alpine, Alaska",0.1
5779,"13km ESE of Hyrum, Utah",0.23
5780,"10km E of La Romana, Dominican Republic",3.13
5781,"57km SSW of Kaktovik, Alaska",1.8
5782,"2km ESE of McCormick, South Carolina",2.57
5783,East of the North Island of New Zealand,4.8
5784,"9km NE of Aguanga, CA",0.45
5785,"110km WNW of Talkeetna, Alaska",1.3
5786,"58km W of Cantwell, Alaska",1.7
5787,"11km SSW of Potala Pastillo, Puerto Rico",2.08
5788,"9km N of Kettleman City, CA",1.7
5789,"15km SSW of Guanica, Puerto Rico",2.0
5790,"48km SSE of Deltana, Alaska",2.5
5791,"9km NE of Aguanga, CA",0.54
5792,"94km WNW of Skagway, Alaska",1.2
5793,"12km ENE of Mammoth Lakes, CA",0.33
5794,"13km E of Pablo, Montana",-0.12
5795,"8km ENE of Pahala, Hawaii",1.77
5796,"26km ENE of Pine Valley, CA",0.72
5797,"8km NE of Aguanga, CA",0.68
5798,"8km NE of Aguanga, CA",0.31
5799,"10km SW of Anza, CA",0.42
5800,"16km SW of Enterprise, Utah",1.52
5801,"16km ESE of Julian, CA",1.17
5802,"69km SSW of Kaktovik, Alaska",3.0
5803,"7km WNW of Westmorland, CA",1.63
5804,"12km NE of Ocotillo Wells, CA",0.92
5805,"13km E of Mammoth Lakes, CA",0.08
5806,"36km ESE of Hawthorne, Nevada",0.5
5807,"35km E of Hawthorne, Nevada",1.3
5808,"131km NNW of Arctic Village, Alaska",1.8
5809,"4km S of Ridgemark, CA",1.38
5810,"30km ENE of Amboy, Washington",0.47
5811,"35km ENE of Beatty, Nevada",0.7
5812,"12km ENE of Downieville, California",1.6
5813,"8km ENE of Aguanga, CA",0.62
5814,"8km ENE of Aguanga, CA",0.28
5815,"23km SW of Los Banos, CA",1.68
5816,"9km SSE of Tallaboa, Puerto Rico",1.54
5817,"61km ESE of Whittier, Alaska",1.5
5818,"9km SSW of Leilani Estates, Hawaii",1.88
5819,"85km ESE of Cordova, Alaska",1.1
5820,"133km NE of Arctic Village, Alaska",2.1
5821,"10km SSE of Tallaboa, Puerto Rico",1.66
5822,"9km NE of Aguanga, CA",0.74
5823,"45km ESE of Bigfork, Montana",-0.02
5824,"18km SW of Toms Place, CA",1.05
5825,"6km WNW of The Geysers, CA",1.55
5826,"9km NE of Aguanga, CA",0.65
5827,"10km NE of Aguanga, CA",0.58
5828,"5km E of Mammoth Lakes, CA",0.29
5829,"16km NW of Parkfield, CA",0.25
5830,"30km ENE of Amboy, Washington",0.68
5831,"5km E of Pahala, Hawaii",2.0
5832,"117km NNW of Arctic Village, Alaska",1.7
5833,"77km W of Cantwell, Alaska",1.9
5834,"20km ENE of Honaunau-Napoopoo, Hawaii",1.79
5835,"7km NNW of Agat Village, Guam",4.5
5836,"28km SW of Hawthorne, Nevada",0.7
5837,"6km SW of Marina del Rey, CA",1.51
5838,"121km NNE of Punta Cana, Dominican Republic",3.27
5839,"7km WNW of Bayview-Montalvin, CA",0.57
5840,"10km NE of Aguanga, CA",0.77
5841,"35km SSE of Kaktovik, Alaska",1.7
5842,"11km SE of Smith Valley, Nevada",1.3
5843,"108km NW of Arctic Village, Alaska",1.8
5844,"125km NW of Arctic Village, Alaska",1.8
5845,"124km NNW of Arctic Village, Alaska",1.8
5846,"134km NW of Arctic Village, Alaska",2.1
5847,"9km NE of Aguanga, CA",0.5
5848,"111km NNW of Arctic Village, Alaska",1.6
5849,"84km E of Old Iliamna, Alaska",1.8
5850,"22km E of Honaunau-Napoopoo, Hawaii",1.82
5851,"9km ENE of Aguanga, CA",0.79
5852,"30km ENE of Amboy, Washington",0.37
5853,"150km ESE of McGrath, Alaska",1.3
5854,"13km S of Progreso, B.C., MX",2.84
5855,"31km N of Anchor Point, Alaska",2.5
5856,"66km N of Charlotte Amalie, U.S. Virgin Islands",3.23
5857,"16km SE of Lincoln, Montana",0.93
5858,"17km SW of Toms Place, CA",1.33
5859,"53km ENE of Bishop, California",1.1
5860,"51km N of Brenas, Puerto Rico",2.84
5861,"12km NNE of Borrego Springs, CA",0.87
5862,"9km NE of Aguanga, CA",1.04
5863,"2km ENE of Langston, Oklahoma",2.3
5864,"72km N of Tonopah, Nevada",1.4
5865,"9km SSW of Idyllwild, CA",1.1
5866,"16km SSW of Ester, Alaska",0.5
5867,"6km NNW of Langford, Canada",0.85
5868,"33km NE of Nikiski, Alaska",3.3
5869,"134km NW of Arctic Village, Alaska",1.6
5870,"42km WSW of Fillmore, Utah",1.34
5871,"9km NE of Aguanga, CA",1.01
5872,"0km NW of Pahala, Hawaii",2.0
5873,"114km NE of Chignik Lake, Alaska",2.4
5874,"42km WSW of Fillmore, Utah",1.75
5875,Southwest Indian Ridge,5.2
5876,"112km WSW of Gustavus, Alaska",3.0
5877,"12km SE of Smith Valley, Nevada",1.4
5878,"140km ESE of McGrath, Alaska",1.6
5879,"27km N of North Nenana, Alaska",1.0
5880,"73km NW of Rabaul, Papua New Guinea",5.4
5881,"101km SSE of King Salmon, Alaska",1.6
5882,"13km ESE of Mammoth Lakes, CA",0.78
5883,"9km WNW of Ely, Nevada",2.0
5884,"9km NE of Aguanga, CA",0.41
5885,"27km ESE of Healy, Alaska",1.1
5886,"23km NNW of Borrego Springs, CA",0.72
5887,"74km SW of Redoubt Volcano, Alaska",1.9
5888,"9km NE of Aguanga, CA",0.14
5889,"9km NE of Aguanga, CA",0.4
5890,"90km NW of Talkeetna, Alaska",1.3
5891,"19km NNE of Pahala, Hawaii",1.89
5892,"3km E of Princeton, Canada",1.93
5893,"129km NW of Arctic Village, Alaska",1.8
5894,"135km NW of Arctic Village, Alaska",2.8
5895,"136km NW of Arctic Village, Alaska",2.6
5896,"21km S of Mammoth Lakes, CA",0.84
5897,"63km SSW of Kodiak Station, Alaska",2.8
5898,"108km SW of Uyuni, Bolivia",4.2
5899,"9km NE of Aguanga, CA",0.81
5900,"9km NE of Aguanga, CA",0.49
5901,"22km SE of King Salmon, Alaska",2.7
5902,"9km NE of Aguanga, CA",1.4
5903,"8km NE of Aguanga, CA",2.53
5904,"22km S of Mammoth Lakes, CA",1.73
5905,"7km E of Pahala, Hawaii",1.73
5906,"90km SSW of Tocopilla, Chile",3.9
5907,"97km NNW of Nikiski, Alaska",1.6
5908,"74km W of Anchor Point, Alaska",0.6
5909,"9km S of Volcano, Hawaii",3.1
5910,"23km S of Volcano, Hawaii",2.15
5911,"5km NW of Ocotillo, CA",1.21
5912,"131km NW of Arctic Village, Alaska",2.1
5913,"21km NE of Fairbanks, Alaska",1.2
5914,"230km SE of Kodiak, Alaska",2.9
5915,"35km SSE of Morton, Washington",0.44
5916,"130km NW of Arctic Village, Alaska",2.1
5917,"5km WSW of Volcano, Hawaii",1.73
5918,"123km NW of Arctic Village, Alaska",1.9
5919,"88km W of Illapel, Chile",4.0
5920,"130km NW of Arctic Village, Alaska",1.9
5921,"5km WSW of Volcano, Hawaii",1.85
5922,"15km W of Toms Place, CA",0.63
5923,"5km WSW of Volcano, Hawaii",1.89
5924,"136km NW of Arctic Village, Alaska",3.0
5925,"130km NW of Arctic Village, Alaska",1.9
5926,"100km NNE of College, Alaska",1.5
5927,"6km NNW of Lakeside, CA",1.66
5928,"127km NW of Arctic Village, Alaska",2.5
5929,"70km WNW of Valdez, Alaska",1.5
5930,"99km NNW of Arctic Village, Alaska",1.9
5931,"293km N of Ndoi Island, Fiji",4.4
5932,"20km NNW of Amboy, Washington",0.74
5933,"15km SE of Lincoln, Montana",1.38
5934,"69km WNW of Talkeetna, Alaska",1.4
5935,"7km ESE of Prunedale, CA",1.42
5936,"56km N of Sutton-Alpine, Alaska",1.3
5937,"129km NW of Arctic Village, Alaska",2.1
5938,"9km E of Alum Rock, CA",1.05
5939,"35km SW of OEluedeniz, Turkey",4.1
5940,"82km W of Larsen Bay, Alaska",2.6
5941,"47km SW of Molibagu, Indonesia",4.7
5942,"91km WNW of Gustavus, Alaska",3.5
5943,Fiji region,4.4
5944,"52km SSE of Tanaga Volcano, Alaska",4.0
5945,"107km NNW of Arctic Village, Alaska",1.8
5946,"14km SSE of Mammoth Lakes, CA",0.47
5947,"163km NE of Cape Yakataga, Alaska",1.0
5948,"6km SE of Home Gardens, CA",1.31
5949,"22km WSW of Ferndale, CA",2.28
5950,"67km SSW of Kaktovik, Alaska",2.0
5951,"60km NW of Ester, Alaska",0.9
5952,"10km ENE of Pinnacles, CA",1.29
5953,"33km E of Tomakomai, Japan",4.4
